rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_score,ra,dec,koi_kepmag
302,9347899,K00935.02,Kepler-31 c,CONFIRMED,1.0000,294.023010,45.853081,15.237
303,9347899,K00935.03,Kepler-31 d,CONFIRMED,0.9730,294.023010,45.853081,15.237
304,9347899,K00935.04,,CANDIDATE,0.9750,294.023010,45.853081,15.237
305,9388479,K00936.01,Kepler-732 b,CONFIRMED,0.9530,283.732030,45.958771,15.073
306,9388479,K00936.02,Kepler-732 c,CONFIRMED,0.7040,283.732030,45.958771,15.073
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,0.9960,296.200590,49.140121,13.758
308,9406990,K00937.01,Kepler-733 b,CONFIRMED,1.0000,293.018280,45.914688,15.412
309,9415172,K00938.01,Kepler-255 c,CONFIRMED,1.0000,296.064240,45.976841,15.596
310,9415172,K00938.02,Kepler-255 d,CONFIRMED,0.9980,296.064240,45.976841,15.596
311,9415172,K00938.03,Kepler-255 b,CONFIRMED,0.9490,296.064240,45.976841,15.596
312,9904059,K00145.01,,CANDIDATE,1.0000,296.817720,46.781509,13.608
313,3231341,K01102.02,Kepler-24 b,CONFIRMED,1.0000,290.413270,38.343750,14.925
314,3231341,K01102.03,Kepler-24 e,CONFIRMED,1.0000,290.413270,38.343750,14.925
315,3231341,K01102.04,Kepler-24 d,CONFIRMED,0.9990,290.413270,38.343750,14.925
316,2860866,K01103.01,,CANDIDATE,1.0000,293.223910,38.033581,14.960
317,7626506,K00150.02,Kepler-112 c,CONFIRMED,1.0000,296.981020,43.209751,13.771
318,10460629,K01168.01,,CANDIDATE,,287.586790,47.600021,13.997
319,10319385,K01169.01,,CANDIDATE,1.0000,281.551180,47.469959,13.248
320,10482160,K01170.01,,CANDIDATE,0.9650,296.232150,47.678959,14.657
321,10485069,K01171.01,,FALSE POSITIVE,,297.103490,47.643570,15.343
322,3233043,K00966.01,,FALSE POSITIVE,0.0000,290.911190,38.335579,13.787
323,6579806,K00967.01,,FALSE POSITIVE,0.0000,281.669160,42.038639,15.212
324,3560301,K00968.01,,FALSE POSITIVE,0.0000,295.266820,38.611240,10.963
325,4044005,K00969.01,,FALSE POSITIVE,0.0000,287.616330,39.127239,12.336
326,11502218,K00970.01,,FALSE POSITIVE,0.0000,289.093230,49.424484,6.974
327,11180361,K00971.01,,CANDIDATE,1.0000,286.019200,48.866741,7.748
328,5802246,K01044.01,,FALSE POSITIVE,0.0000,295.098660,41.007038,15.058
329,6066403,K01045.01,,FALSE POSITIVE,0.0000,298.135890,41.332062,13.555
330,6209637,K01046.01,,FALSE POSITIVE,,293.287990,41.560455,13.220
331,5988031,K01047.01,,FALSE POSITIVE,0.0000,298.773250,41.214729,14.554
332,7684873,K00014.01,,FALSE POSITIVE,0.0000,292.611940,43.305141,10.470
333,8559644,K00139.01,Kepler-111 c,CONFIRMED,1.0000,291.653170,44.688271,13.492
334,2851100,K01104.01,,FALSE POSITIVE,0.0000,291.170680,38.008591,15.723
335,3130300,K01105.01,,FALSE POSITIVE,0.0000,294.525570,38.204632,14.313
336,3240158,K01106.01,Kepler-769 b,CONFIRMED,1.0000,292.713100,38.358212,14.818
337,3240158,K01106.02,Kepler-769 c,CONFIRMED,0.9890,292.713100,38.358212,14.818
338,3228959,K01107.01,,FALSE POSITIVE,0.0000,289.796200,38.351181,15.401
339,3218908,K01108.01,Kepler-770 b,CONFIRMED,1.0000,286.490420,38.374908,14.604
340,10341913,K01172.01,,FALSE POSITIVE,0.0000,292.775880,47.461689,13.079
341,10480921,K01173.01,,FALSE POSITIVE,0.0000,295.795260,47.663960,14.187
342,10287723,K01174.01,,CANDIDATE,,296.821620,47.354031,13.447
343,10350571,K01175.01,Kepler-784 b,CONFIRMED,0.9940,295.920650,47.448608,13.290
344,3749365,K01176.01,Kepler-785 b,CONFIRMED,0.9980,292.068300,38.842270,15.715
345,11013201,K00972.01,,CANDIDATE,0.6320,282.000310,48.542221,9.275
346,11673674,K00133.01,,FALSE POSITIVE,0.0000,297.310060,49.703041,13.652
347,11013201,K00972.02,,FALSE POSITIVE,0.0000,282.000310,48.542221,9.275
348,9414417,K00974.01,,CANDIDATE,0.9990,295.802670,45.988079,9.582
349,3632418,K00975.01,Kepler-21 A b,CONFIRMED,1.0000,287.361820,38.714016,8.224
350,3441784,K00976.01,,FALSE POSITIVE,0.0000,290.944370,38.538868,9.729
351,5820218,K01048.01,,FALSE POSITIVE,0.0000,298.991700,41.074989,15.258
352,5876368,K01049.01,,FALSE POSITIVE,0.0000,291.821810,41.112690,14.797
353,5809890,K01050.01,Kepler-755 b,CONFIRMED,1.0000,296.860990,41.097340,13.999
354,6131236,K01051.01,,CANDIDATE,1.0000,294.163210,41.451801,15.391
355,9048161,K00146.01,,FALSE POSITIVE,0.0000,299.399720,45.316051,13.030
356,3218908,K01108.02,Kepler-770 c,CONFIRMED,0.9930,286.490420,38.374908,14.604
357,3218908,K01108.03,Kepler-770 d,CONFIRMED,1.0000,286.490420,38.374908,14.604
358,3235672,K01109.01,,FALSE POSITIVE,,291.606900,38.348061,14.792
359,2837111,K01110.01,Kepler-771 b,CONFIRMED,0.9950,287.444090,38.088428,14.794
360,3120276,K01111.01,,FALSE POSITIVE,0.0000,292.279050,38.284531,15.212
361,2307199,K00151.01,,CANDIDATE,0.7520,292.374760,37.630959,14.000
362,3547091,K01177.01,,FALSE POSITIVE,0.0000,292.078490,38.631481,15.537
363,3869825,K01178.01,,FALSE POSITIVE,0.0000,296.133910,38.999008,13.320
364,3655332,K01179.01,,FALSE POSITIVE,0.0000,293.925990,38.737980,13.855
365,4042026,K01180.01,,FALSE POSITIVE,0.0000,286.869260,39.103729,15.187
366,3344419,K01181.01,,FALSE POSITIVE,0.0000,291.999880,38.437698,14.997
367,11192141,K00977.01,,CANDIDATE,1.0000,292.719640,48.852016,10.523
368,11494130,K00978.01,,FALSE POSITIVE,0.0000,284.026790,49.415428,10.988
369,5648449,K00979.01,,FALSE POSITIVE,0.0000,298.804110,40.843563,10.680
370,12167361,K00980.01,,FALSE POSITIVE,0.0000,295.598720,50.720669,10.376
371,8607720,K00981.01,,FALSE POSITIVE,,283.736420,44.713310,10.733
372,1433962,K00982.01,,FALSE POSITIVE,0.0000,291.761960,37.098640,15.470
373,9032900,K00134.01,,FALSE POSITIVE,0.0000,295.586580,45.364979,13.675
374,5956342,K01052.01,Kepler-265 c,CONFIRMED,1.0000,290.510470,41.244820,15.381
375,5956342,K01052.02,Kepler-265 b,CONFIRMED,0.9450,290.510470,41.244820,15.381
376,5956342,K01052.03,Kepler-265 e,CONFIRMED,0.7650,290.510470,41.244820,15.381
377,5956342,K01052.04,Kepler-265 d,CONFIRMED,0.8150,290.510470,41.244820,15.381
378,5956656,K01053.01,Kepler-756 b,CONFIRMED,0.9990,290.607940,41.201092,15.376
379,3109930,K01112.01,,CANDIDATE,0.9310,289.776700,38.262280,14.633
380,2854914,K01113.01,Kepler-268 b,CONFIRMED,1.0000,291.976170,38.055080,13.703
381,2854914,K01113.02,Kepler-268 c,CONFIRMED,0.9120,291.976170,38.055080,13.703
382,3337425,K01114.01,,FALSE POSITIVE,0.0000,290.134920,38.404221,14.928
383,3116412,K01115.01,Kepler-772 b,CONFIRMED,0.9890,291.423580,38.216591,13.974
384,3865567,K01182.01,,FALSE POSITIVE,0.0000,295.291930,38.964588,15.380
385,3544689,K01183.01,,FALSE POSITIVE,0.0000,291.445070,38.637211,14.942
386,4037164,K01184.01,,FALSE POSITIVE,0.0000,285.080260,39.182110,15.432
387,3443790,K01185.01,,FALSE POSITIVE,0.0000,291.476290,38.500580,11.840
388,3966912,K01186.01,,FALSE POSITIVE,0.0000,294.740540,39.015511,15.593
389,8394721,K00152.01,Kepler-79 d,CONFIRMED,0.9940,300.517120,44.381580,13.914
390,11607193,K00983.01,,FALSE POSITIVE,,289.874110,49.685490,12.616
391,1161345,K00984.01,,CANDIDATE,0.7110,291.048800,36.839882,11.631
392,10227501,K00985.01,,FALSE POSITIVE,0.0000,298.447750,47.264999,14.606
393,2854698,K00986.01,Kepler-260 b,CONFIRMED,1.0000,291.925960,38.014118,14.138
394,2854698,K00986.02,Kepler-260 c,CONFIRMED,0.8810,291.925960,38.014118,14.138
395,8559644,K00139.02,Kepler-111 b,CONFIRMED,1.0000,291.653170,44.688271,13.492
396,6032981,K01054.01,,FALSE POSITIVE,,288.682590,41.307320,11.899
397,5866099,K01055.01,,FALSE POSITIVE,0.0000,288.442870,41.172180,13.698
398,5964985,K01056.01,,FALSE POSITIVE,,293.273500,41.257690,13.473
399,6066416,K01057.01,,FALSE POSITIVE,0.0000,298.137940,41.334358,11.558
400,1996679,K00147.01,,FALSE POSITIVE,0.0000,286.490720,37.489979,13.884
401,2849805,K01116.01,Kepler-773 b,CONFIRMED,1.0000,290.884670,38.057571,13.333
402,3114811,K01117.01,Kepler-774 b,CONFIRMED,1.0000,291.031920,38.211960,12.808
403,2853446,K01118.01,,CANDIDATE,1.0000,291.650970,38.028179,13.835
404,3003992,K01119.01,,FALSE POSITIVE,0.0000,294.490110,38.194126,11.157
405,3942446,K01193.01,,CANDIDATE,1.0000,287.888120,39.078709,15.289
406,3554031,K01194.01,Kepler-415 c,CONFIRMED,1.0000,293.804410,38.639130,15.842
407,3554031,K01194.02,,FALSE POSITIVE,0.0000,293.804410,38.639130,15.842
408,3554031,K01194.03,Kepler-415 b,CONFIRMED,0.9990,293.804410,38.639130,15.842
409,8394721,K00152.02,Kepler-79 c,CONFIRMED,1.0000,300.517120,44.381580,13.914
410,7295235,K00987.01,Kepler-743 b,CONFIRMED,1.0000,295.574160,42.806438,12.550
411,2302548,K00988.01,Kepler-261 b,CONFIRMED,1.0000,291.364780,37.609169,13.562
412,2302548,K00988.02,Kepler-261 c,CONFIRMED,1.0000,291.364780,37.609169,13.562
413,10743597,K00989.01,,FALSE POSITIVE,,296.382290,48.045311,15.488
414,10743597,K00989.02,,FALSE POSITIVE,0.0000,296.382290,48.045311,15.488
415,9818381,K00135.01,Kepler-43 b,CONFIRMED,1.0000,285.240840,46.668251,13.958
416,6124941,K01058.01,,CANDIDATE,1.0000,292.261810,41.442554,13.783
417,6060203,K01059.01,Kepler-757 b,CONFIRMED,1.0000,296.680450,41.386520,14.803
418,5880320,K01060.01,Kepler-758 b,CONFIRMED,1.0000,293.084630,41.135441,14.348
419,5880320,K01060.02,Kepler-758 c,CONFIRMED,0.7580,293.084630,41.135441,14.348
420,5880320,K01060.03,Kepler-758 d,CONFIRMED,1.0000,293.084630,41.135441,14.348
421,3003992,K01119.02,,FALSE POSITIVE,0.0000,294.490110,38.194126,11.157
422,6307537,K01120.01,,FALSE POSITIVE,0.0000,297.757080,41.680454,11.753
423,6359798,K01121.01,,FALSE POSITIVE,0.0000,290.352940,41.769741,12.932
424,6311681,K01122.01,,FALSE POSITIVE,0.0000,298.711520,41.635792,15.363
425,6365321,K01123.01,,FALSE POSITIVE,0.0010,292.236790,41.739300,15.323
426,6301035,K01124.01,,FALSE POSITIVE,0.0000,296.298550,41.602718,14.977
427,3859079,K01199.01,Kepler-786 b,CONFIRMED,1.0000,293.743930,38.939281,14.887
428,3557493,K01200.01,,FALSE POSITIVE,,294.651210,38.636459,15.025
429,4061149,K01201.01,,CANDIDATE,1.0000,292.577030,39.120880,15.597
430,3444588,K01202.01,Kepler-787 b,CONFIRMED,0.9900,291.692470,38.572899,15.854
431,8394721,K00152.03,Kepler-79 b,CONFIRMED,1.0000,300.517120,44.381580,13.914
432,3962243,K01203.01,Kepler-276 c,CONFIRMED,0.9990,293.568150,39.036320,15.368
433,10743597,K00989.03,,CANDIDATE,,296.382290,48.045311,15.488
434,10015516,K00990.01,,FALSE POSITIVE,,293.473630,46.970402,10.700
435,10154388,K00991.01,Kepler-744 b,CONFIRMED,0.9990,296.496120,47.182861,13.581
436,1432789,K00992.01,Kepler-745 b,CONFIRMED,0.8480,291.499420,37.059280,15.214
437,1718189,K00993.01,Kepler-262 c,CONFIRMED,1.0000,290.728670,37.252651,14.246
438,5880320,K01060.04,Kepler-758 e,CONFIRMED,0.8840,293.084630,41.135441,14.348
439,5130369,K00140.01,,FALSE POSITIVE,0.0000,299.153530,40.286961,13.849
440,6037187,K01061.01,Kepler-759 b,CONFIRMED,1.0000,290.131500,41.381500,14.502
441,6147122,K01062.01,,FALSE POSITIVE,0.0000,297.981230,41.444870,11.798
442,8257407,K01063.01,,FALSE POSITIVE,0.0000,299.020900,44.172760,13.624
443,8218274,K01064.01,,CANDIDATE,0.5570,285.063350,44.167885,13.623
444,3964562,K00015.01,,FALSE POSITIVE,0.0000,294.143400,39.089779,12.403
445,5735762,K00148.01,Kepler-48 b,CONFIRMED,1.0000,299.139220,40.949020,13.040
446,6292162,K01125.01,,FALSE POSITIVE,0.0000,294.027250,41.675968,15.452
447,6307521,K01126.01,,FALSE POSITIVE,0.0000,297.753110,41.675991,15.259
448,6359320,K01127.01,Kepler-269 b,CONFIRMED,1.0000,290.215180,41.775970,15.808
449,3848972,K01187.01,,FALSE POSITIVE,0.0000,291.071260,38.999039,14.489
450,3860441,K01188.01,,FALSE POSITIVE,0.0000,294.070710,38.981331,15.381
451,3765771,K01189.01,,FALSE POSITIVE,0.0000,295.940550,38.876389,14.216
452,3557341,K01190.01,,FALSE POSITIVE,0.0000,294.618930,38.611889,15.856
453,3859628,K01191.01,,CANDIDATE,1.0000,293.873630,38.922482,15.240
454,3644071,K01192.01,,CANDIDATE,,291.032170,38.703911,14.215
455,1718189,K00993.02,Kepler-262 b,CONFIRMED,1.0000,290.728670,37.252651,14.246
456,1431122,K00994.01,,CANDIDATE,0.9900,291.142490,37.061321,14.613
457,3858949,K00995.01,,FALSE POSITIVE,0.0000,293.710750,38.983608,14.576
458,3858824,K00996.01,,FALSE POSITIVE,0.0000,293.676570,38.991379,15.342
459,2157247,K00997.01,,FALSE POSITIVE,,290.778630,37.564079,14.378
460,7601633,K00136.01,,FALSE POSITIVE,0.0000,289.873470,43.203838,13.439
461,8242681,K01065.01,,FALSE POSITIVE,0.0080,295.039250,44.191059,15.472
462,8260218,K01066.01,,CANDIDATE,1.0000,299.786320,44.169540,15.623
463,8246781,K01067.01,,FALSE POSITIVE,0.0000,296.309420,44.165741,14.685
464,8264070,K01068.01,,FALSE POSITIVE,0.0000,300.867000,44.145290,15.036
465,8222813,K01069.01,Kepler-760 b,CONFIRMED,1.0000,287.593200,44.179420,15.070
466,6359320,K01127.02,Kepler-269 c,CONFIRMED,1.0000,290.215180,41.775970,15.808
467,6359320,K01127.03,,CANDIDATE,1.0000,290.215180,41.775970,15.808
468,6362874,K01128.01,Kepler-775 b,CONFIRMED,1.0000,291.433290,41.703442,13.507
469,6272413,K01129.01,Kepler-776 b,CONFIRMED,1.0000,287.272640,41.635559,15.456
470,8279765,K01130.01,,FALSE POSITIVE,0.0000,282.603360,44.286980,15.235
471,8330548,K01132.01,,FALSE POSITIVE,0.0000,301.016720,44.233841,14.446
472,3348082,K01196.01,,FALSE POSITIVE,0.0000,292.922760,38.477280,15.035
473,3853673,K01197.01,,FALSE POSITIVE,0.0000,292.352870,38.942471,15.103
474,3447722,K01198.01,Kepler-275 c,CONFIRMED,0.9860,292.479710,38.514919,15.319
475,3447722,K01198.02,Kepler-275 b,CONFIRMED,0.9940,292.479710,38.514919,15.319
476,3447722,K01198.03,Kepler-275 d,CONFIRMED,0.9980,292.479710,38.514919,15.319
477,3447722,K01198.04,,CANDIDATE,,292.479710,38.514919,15.319
478,1432214,K00998.01,,FALSE POSITIVE,0.0000,291.382690,37.072990,15.661
479,2165002,K00999.01,Kepler-263 b,CONFIRMED,1.0000,292.469760,37.567791,15.391
480,2165002,K00999.02,Kepler-263 c,CONFIRMED,1.0000,292.469760,37.567791,15.391
481,2441728,K01000.01,,FALSE POSITIVE,0.0000,291.074460,37.744389,13.098
482,1871056,K01001.01,Kepler-264 b,CONFIRMED,0.9760,292.044620,37.376240,13.038
483,8222813,K01069.02,Kepler-760 c,CONFIRMED,1.0000,287.593200,44.179420,15.070
484,12105051,K00141.01,,CANDIDATE,1.0000,288.038300,50.651611,13.687
485,8240904,K01070.01,Kepler-266 b,CONFIRMED,1.0000,294.484380,44.166908,15.590
486,8240904,K01070.02,Kepler-266 c,CONFIRMED,1.0000,294.484380,44.166908,15.590
487,8240904,K01070.03,,CANDIDATE,,294.484380,44.166908,15.590
488,8374494,K01133.01,,FALSE POSITIVE,0.0000,294.997340,44.321388,15.756
489,5735762,K00148.02,Kepler-48 c,CONFIRMED,1.0000,299.139220,40.949020,13.040
490,8414907,K01134.01,,FALSE POSITIVE,0.0000,284.519620,44.453941,15.783
491,8414907,K01134.02,,FALSE POSITIVE,0.0000,284.519620,44.453941,15.783
492,8397446,K01135.01,,FALSE POSITIVE,0.0000,301.400670,44.318039,15.022
493,8386035,K01136.01,,FALSE POSITIVE,0.0000,298.211880,44.324638,12.647
494,3962243,K01203.02,Kepler-276 b,CONFIRMED,0.9850,293.568150,39.036320,15.368
495,3962243,K01203.03,Kepler-276 d,CONFIRMED,0.8290,293.568150,39.036320,15.368
496,3438507,K01204.01,Kepler-788 b,CONFIRMED,1.0000,290.000400,38.539890,15.291
497,3869014,K01205.01,Kepler-789 b,CONFIRMED,1.0000,295.975160,38.946640,14.507
498,3756801,K01206.01,,CANDIDATE,,293.954590,38.899971,13.642
499,1871056,K01001.02,Kepler-264 c,CONFIRMED,0.9910,292.044620,37.376240,13.038
500,1865042,K01002.01,Kepler-746 b,CONFIRMED,0.9980,290.682250,37.355110,13.615
501,2438502,K01003.01,,FALSE POSITIVE,0.0460,290.327910,37.726742,16.209
502,2309585,K01004.01,,FALSE POSITIVE,0.0000,292.899350,37.656059,15.373
503,5780460,K01005.01,Kepler-747 b,CONFIRMED,1.0000,288.416500,41.029800,15.703
504,8244190,K01071.01,,FALSE POSITIVE,0.0000,295.511080,44.109261,14.495
505,8229696,K01072.01,Kepler-761 b,CONFIRMED,0.9980,290.503600,44.143581,14.743
506,8262210,K01073.01,,FALSE POSITIVE,0.0000,300.328980,44.151119,13.945
507,10272640,K01074.01,Kepler-762 b,CONFIRMED,1.0000,291.275630,47.329491,15.439
508,10232123,K01075.01,,CANDIDATE,0.9640,299.700780,47.291752,13.056
509,10223616,K01076.01,,FALSE POSITIVE,0.0000,297.390660,47.255711,15.187
510,8415745,K01138.01,,FALSE POSITIVE,0.0000,284.997380,44.410198,15.582
511,8378634,K01139.01,,FALSE POSITIVE,0.0000,296.291960,44.332260,13.055
512,8397675,K01140.01,,CANDIDATE,0.7620,301.475770,44.319759,13.501
513,8346392,K01141.01,Kepler-777 b,CONFIRMED,1.0000,282.724060,44.346470,15.950
514,8288947,K01142.01,Kepler-778 b,CONFIRMED,1.0000,287.477420,44.237511,15.764
515,2437804,K06269.01,,FALSE POSITIVE,0.0000,290.253570,37.759418,14.158
516,8312852,K01143.01,,FALSE POSITIVE,0.0000,296.307620,44.211460,15.240
517,9480189,K00941.01,Kepler-257 c,CONFIRMED,1.0000,297.315980,46.023258,15.471
518,11974540,K00129.01,Kepler-470 b,CONFIRMED,1.0000,297.009430,50.372318,13.224
519,9480189,K00941.02,Kepler-257 b,CONFIRMED,1.0000,297.315980,46.023258,15.471
520,9480189,K00941.03,Kepler-257 d,CONFIRMED,1.0000,297.315980,46.023258,15.471
521,9512687,K00942.01,Kepler-735 b,CONFIRMED,1.0000,284.688870,46.172249,15.386
522,8644288,K00137.01,Kepler-18 c,CONFIRMED,1.0000,298.079440,44.746319,13.549
523,5738346,K01006.01,,FALSE POSITIVE,0.0000,299.650940,40.973282,15.970
524,1725016,K01007.01,Kepler-748 b,CONFIRMED,1.0000,292.262910,37.236992,15.242
525,1722276,K01008.01,,FALSE POSITIVE,0.0000,291.696720,37.238041,14.645
526,892772,K01009.01,,FALSE POSITIVE,0.0000,291.153380,36.678841,15.162
527,1027438,K01010.01,,FALSE POSITIVE,,291.354030,36.784519,13.620
528,10268907,K01077.01,,FALSE POSITIVE,0.0000,289.714660,47.342220,15.732
529,5446285,K00142.01,Kepler-88 b,CONFIRMED,,291.148070,40.669399,13.113
530,10166274,K01078.01,Kepler-267 b,CONFIRMED,1.0000,299.830410,47.157459,15.438
531,10166274,K01078.02,Kepler-267 c,CONFIRMED,0.9900,299.830410,47.157459,15.438
532,10166274,K01078.03,Kepler-267 d,CONFIRMED,0.9920,299.830410,47.157459,15.438
533,10153827,K01079.01,,FALSE POSITIVE,,296.334350,47.145580,15.822
534,5735762,K00148.03,Kepler-48 d,CONFIRMED,0.9980,299.139220,40.949020,13.040
535,8302450,K01144.01,,FALSE POSITIVE,0.0000,292.859650,44.200642,15.282
536,8313667,K01145.01,,CANDIDATE,0.9960,296.548610,44.264671,14.143
537,8351704,K01146.01,Kepler-779 b,CONFIRMED,1.0000,285.628540,44.310890,15.649
538,8299955,K01147.01,,FALSE POSITIVE,0.0000,291.890750,44.223728,13.475
539,9513865,K00943.01,Kepler-736 b,CONFIRMED,1.0000,285.391330,46.180939,15.733
540,9595686,K00944.01,,CANDIDATE,1.0000,294.799740,46.207569,15.361
541,9605514,K00945.01,,CANDIDATE,1.0000,297.951600,46.264721,15.083
542,9605514,K00945.02,,CANDIDATE,0.9990,297.951600,46.264721,15.083
543,9661877,K00946.01,,FALSE POSITIVE,0.0000,296.659150,46.382172,15.163
544,5728283,K01011.01,,FALSE POSITIVE,0.0000,297.620270,40.943089,15.670
545,8127639,K01012.01,,FALSE POSITIVE,0.0000,300.455750,43.934349,15.381
546,6047498,K01013.01,,FALSE POSITIVE,0.0000,293.385560,41.349819,15.348
547,8125580,K01014.01,Kepler-749 b,CONFIRMED,0.9950,299.897220,43.903912,15.759
548,8158127,K01015.01,Kepler-750 b,CONFIRMED,1.0000,289.096890,44.004379,14.500
549,10158990,K01080.01,,FALSE POSITIVE,0.0000,297.788020,47.101070,14.867
550,10149023,K01081.01,,FALSE POSITIVE,0.0000,294.768550,47.132790,15.220
551,10141900,K01082.01,,CANDIDATE,1.0000,292.144470,47.157349,15.692
552,10141900,K01082.02,,CANDIDATE,0.6950,292.144470,47.157349,15.692
553,10141900,K01082.03,Kepler-763 b,CONFIRMED,0.8210,292.144470,47.157349,15.692
554,8410727,K01148.01,Kepler-270 b,CONFIRMED,1.0000,282.200100,44.422298,13.908
555,8410727,K01148.02,Kepler-270 c,CONFIRMED,0.9980,282.200100,44.422298,13.908
556,8349405,K01149.01,,FALSE POSITIVE,,284.385620,44.391289,15.602
557,8278371,K01150.01,Kepler-780 b,CONFIRMED,1.0000,281.766390,44.292549,13.326
558,8280511,K01151.01,Kepler-271 b,CONFIRMED,1.0000,283.002960,44.284229,13.404
559,8280511,K01151.02,Kepler-271 c,CONFIRMED,0.9970,283.002960,44.284229,13.404
560,9710326,K00947.01,Kepler-737 b,CONFIRMED,1.0000,291.862850,46.429260,15.190
561,9761882,K00948.01,Kepler-738 b,CONFIRMED,1.0000,287.569670,46.567860,15.598
562,5297298,K00130.01,,CANDIDATE,0.9130,297.360320,40.429810,13.325
563,9766437,K00949.01,Kepler-739 b,CONFIRMED,1.0000,290.067990,46.579140,15.485
564,9772531,K00950.01,,CANDIDATE,0.9930,292.657040,46.537338,15.798
565,9775938,K00951.01,Kepler-258 b,CONFIRMED,1.0000,294.068480,46.579330,15.223
566,8644288,K00137.02,Kepler-18 d,CONFIRMED,1.0000,298.079440,44.746319,13.549
567,8158127,K01015.02,Kepler-750 c,CONFIRMED,0.9890,289.096890,44.004379,14.500
568,8176653,K01016.01,,FALSE POSITIVE,0.0000,295.472200,44.077381,15.028
569,8174625,K01017.01,Kepler-751 b,CONFIRMED,1.0000,294.843840,44.077679,15.007
570,8183911,K01018.01,,FALSE POSITIVE,0.0000,297.493320,44.051868,13.838
571,8179973,K01019.01,,FALSE POSITIVE,,296.481870,44.009151,10.266
572,10157458,K01083.01,Kepler-764 b,CONFIRMED,1.0000,297.393190,47.164631,15.302
573,4649305,K00143.01,,CANDIDATE,0.9830,290.103330,39.781631,13.682
574,10148521,K01084.01,,FALSE POSITIVE,0.0000,294.596130,47.197449,14.415
575,10118816,K01085.01,,CANDIDATE,0.9930,281.050110,47.188148,15.233
576,10122255,K01086.01,Kepler-765 b,CONFIRMED,1.0000,283.184600,47.155670,14.609
577,3124412,K01087.01,,FALSE POSITIVE,0.0000,293.243840,38.273270,14.909
578,3835670,K00149.01,Kepler-473 b,CONFIRMED,1.0000,286.630100,38.945599,13.397
579,10287248,K01152.01,,FALSE POSITIVE,0.0000,296.695620,47.327309,13.987
580,10351767,K01153.01,,FALSE POSITIVE,0.0000,296.320280,47.406570,14.539
581,10295951,K01154.01,,CANDIDATE,0.8710,299.102810,47.377781,12.628
582,10342041,K01155.01,,FALSE POSITIVE,0.0000,292.833010,47.495529,14.658
583,10514770,K01156.01,,FALSE POSITIVE,0.0000,281.523800,47.755341,15.290
584,9775938,K00951.02,Kepler-258 c,CONFIRMED,0.9820,294.068480,46.579330,15.223
585,9787239,K00952.01,Kepler-32 b,CONFIRMED,1.0000,297.842410,46.574268,15.801
586,9787239,K00952.02,Kepler-32 c,CONFIRMED,1.0000,297.842410,46.574268,15.801
587,9787239,K00952.03,Kepler-32 d,CONFIRMED,1.0000,297.842410,46.574268,15.801
588,9787239,K00952.04,Kepler-32 e,CONFIRMED,0.9680,297.842410,46.574268,15.801
589,9787239,K00952.05,Kepler-32 f,CONFIRMED,0.9960,297.842410,46.574268,15.801
590,2309719,K01020.01,,FALSE POSITIVE,0.0000,292.930850,37.606640,12.899
591,2558363,K01021.01,,FALSE POSITIVE,0.0000,287.133880,37.839260,15.996
