rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_score,ra,dec,koi_kepmag
5688,4945877,K01936.01,,CANDIDATE,1.0000,297.190120,40.027969,10.455
5689,5110423,K01777.01,,FALSE POSITIVE,0.0000,294.836790,40.265598,15.828
5690,2581191,K02203.01,,FALSE POSITIVE,0.0000,292.600250,37.832069,14.349
5691,7379385,K02207.01,,FALSE POSITIVE,0.0000,296.420100,42.936989,14.548
5692,6199702,K02211.01,,FALSE POSITIVE,0.0000,290.126040,41.599430,14.633
5693,6307083,K02050.01,,FALSE POSITIVE,0.0000,297.635190,41.641869,12.218
5694,6780158,K02231.01,,FALSE POSITIVE,0.0000,292.659700,42.272831,13.145
5695,4947556,K03936.02,,CANDIDATE,0.9100,297.577120,40.027710,13.336
5696,7362696,K03937.01,,FALSE POSITIVE,0.0000,291.760560,42.923920,15.535
5697,3865595,K03938.01,,FALSE POSITIVE,0.0000,295.298740,38.930496,13.627
5698,9593528,K03939.01,,CANDIDATE,1.0000,294.028200,46.201771,15.210
5699,5195945,K03940.01,,FALSE POSITIVE,0.0000,294.312870,40.319721,12.930
5700,5288577,K04010.01,,FALSE POSITIVE,0.0000,295.502170,40.409943,13.597
5701,11969988,K04011.01,,CANDIDATE,0.4950,295.053220,50.347740,12.521
5702,8483258,K04012.01,,FALSE POSITIVE,,286.543030,44.509621,15.823
5703,4832225,K04013.01,,FALSE POSITIVE,0.0000,290.746610,39.911030,9.072
5704,9009953,K04014.01,,CANDIDATE,0.9820,286.949710,45.353828,13.685
5705,7664272,K07845.01,,FALSE POSITIVE,0.1460,283.921910,43.370750,14.122
5706,5302006,K01755.01,,FALSE POSITIVE,0.0000,298.298980,40.470329,15.050
5707,5306720,K01991.01,,FALSE POSITIVE,0.0000,299.184910,40.484371,15.244
5708,5389540,K01836.01,,FALSE POSITIVE,0.0010,298.467990,40.516678,13.259
5709,5444384,K01778.01,,FALSE POSITIVE,0.0000,290.514650,40.693001,15.551
5710,5450814,K01780.01,,FALSE POSITIVE,0.0000,292.556850,40.638191,15.693
5711,9635510,K02234.01,,FALSE POSITIVE,0.0000,284.694700,46.372589,15.347
5712,8076630,K02235.01,,FALSE POSITIVE,0.0000,282.216460,43.933590,14.614
5713,4077901,K02239.01,,FALSE POSITIVE,0.0000,296.428960,39.133759,13.007
5714,10271691,K02240.01,,FALSE POSITIVE,,290.886840,47.326679,14.746
5715,10544677,K02244.01,,FALSE POSITIVE,0.0020,295.549190,47.726570,14.689
5716,7199883,K07824.01,,FALSE POSITIVE,0.0000,291.644590,42.722351,13.568
5717,9904006,K02135.02,,CANDIDATE,1.0000,296.803440,46.741150,13.573
5718,8552587,K03941.01,,FALSE POSITIVE,0.0000,288.909820,44.608360,14.126
5719,6019872,K03942.01,,FALSE POSITIVE,0.0000,282.548190,41.334431,14.151
5720,7679812,K03943.01,,CANDIDATE,0.9740,290.872280,43.333000,12.626
5721,4864734,K03944.01,,FALSE POSITIVE,0.0000,298.692020,39.984039,13.809
5722,8282846,K04015.01,Kepler-1539 b,CONFIRMED,1.0000,284.219420,44.268539,15.307
5723,5938970,K04016.01,Kepler-1540 b,CONFIRMED,1.0000,283.344480,41.201740,14.073
5724,8381693,K04017.01,,FALSE POSITIVE,0.0000,297.138240,44.378078,13.860
5725,4929299,K04018.01,,FALSE POSITIVE,0.0000,293.351010,40.059711,14.774
5726,7375348,K00266.01,Kepler-508 b,CONFIRMED,1.0000,295.404330,42.981422,11.472
5727,10223615,K00065.01,,FALSE POSITIVE,,297.390660,47.223869,11.679
5728,3342463,K00383.01,,FALSE POSITIVE,,291.523650,38.405190,13.109
5729,6680177,K00860.01,,FALSE POSITIVE,,288.247960,42.107460,15.245
5730,5565497,K01789.01,,FALSE POSITIVE,0.0000,299.382080,40.758141,11.521
5731,5730389,K01956.01,,FALSE POSITIVE,0.0000,298.060700,40.960732,14.618
5732,5802478,K01834.01,,FALSE POSITIVE,0.0000,295.158020,41.047871,14.394
5733,5942093,K01995.01,,CANDIDATE,1.0000,284.874540,41.203651,15.264
5734,5992270,K01855.01,,CANDIDATE,0.0250,299.621980,41.212509,14.782
5735,7117126,K07814.01,,FALSE POSITIVE,0.0000,291.584080,42.622181,13.724
5736,4761060,K02249.01,,FALSE POSITIVE,0.0000,295.547120,39.861759,12.301
5737,5479802,K02251.01,,FALSE POSITIVE,0.0000,299.348850,40.621319,15.380
5738,5607631,K02254.01,,FALSE POSITIVE,0.0000,287.803380,40.890228,14.659
5739,4951249,K02258.01,,FALSE POSITIVE,0.0000,298.355130,40.049938,15.146
5740,3121340,K03945.01,,FALSE POSITIVE,0.0000,292.529480,38.282848,13.578
5741,8636434,K03946.01,Kepler-1533 b,CONFIRMED,0.9880,295.975560,44.713451,13.215
5742,5952366,K03947.01,,FALSE POSITIVE,0.0000,289.276580,41.259754,13.380
5743,5952366,K03947.02,,FALSE POSITIVE,0.0000,289.276580,41.259754,13.380
5744,6045250,K03948.01,,FALSE POSITIVE,0.0000,292.694890,41.336418,14.971
5745,5598595,K03949.01,,FALSE POSITIVE,0.0000,283.752530,40.842369,15.399
5746,6681233,K00562.01,,FALSE POSITIVE,,288.636290,42.138191,14.949
5747,7296438,K00364.01,,CANDIDATE,,295.872310,42.881149,10.087
5748,7351237,K00879.01,,FALSE POSITIVE,,287.991610,42.933769,15.832
5749,7436215,K00885.01,,FALSE POSITIVE,,289.118680,43.077389,15.161
5750,9763754,K00589.01,,FALSE POSITIVE,,288.649600,46.597752,14.547
5751,10216045,K00594.01,,FALSE POSITIVE,,294.987880,47.219860,14.736
5752,8846163,K00962.01,,FALSE POSITIVE,,300.460630,45.013840,14.005
5753,12366681,K00973.01,,FALSE POSITIVE,,296.086090,51.127041,9.563
5754,1996399,K01026.01,,FALSE POSITIVE,,286.408330,37.426762,14.748
5755,2697169,K01027.01,,FALSE POSITIVE,,287.202150,37.948250,15.557
5756,8435247,K01131.01,,CANDIDATE,0.9740,293.539000,44.494919,15.464
5757,8332986,K01137.01,,FALSE POSITIVE,0.0000,301.709230,44.281792,14.041
5758,9425139,K01411.01,,CANDIDATE,0.9950,298.995090,45.909512,13.377
5759,6364327,K01744.01,,FALSE POSITIVE,0.0000,291.916020,41.747410,14.579
5760,6762829,K01740.01,,FALSE POSITIVE,0.0000,286.830350,42.279202,13.941
5761,7369865,K01918.01,,FALSE POSITIVE,0.0000,293.936890,42.961559,13.754
5762,7593110,K01748.01,,FALSE POSITIVE,0.0040,286.425990,43.264278,15.895
5763,7810483,K01943.01,,CANDIDATE,0.9940,287.236760,43.567211,13.377
5764,7117147,K07815.01,,FALSE POSITIVE,0.0000,291.590700,42.669891,12.756
5765,6634133,K02262.01,,FALSE POSITIVE,0.0000,298.645050,42.089851,14.129
5766,7021534,K02267.01,,FALSE POSITIVE,0.0000,287.791380,42.574108,14.005
5767,9277210,K02268.01,,FALSE POSITIVE,,290.306460,45.750931,11.833
5768,9728465,K02270.01,,FALSE POSITIVE,0.0000,298.266630,46.412991,12.865
5769,7124026,K02275.01,,FALSE POSITIVE,0.0130,293.673610,42.666458,13.276
5770,7200485,K07825.01,,FALSE POSITIVE,0.0000,291.829650,42.737679,15.111
5771,9904006,K02135.03,Kepler-361 b,CONFIRMED,0.9990,296.803440,46.741150,13.573
5772,4544572,K03950.01,,FALSE POSITIVE,0.0000,285.877080,39.690689,15.741
5773,5738634,K03951.01,,FALSE POSITIVE,0.0000,299.708130,40.921909,13.250
5774,10152836,K03952.01,,FALSE POSITIVE,0.0000,296.036680,47.180119,14.707
5775,10651816,K03953.01,,FALSE POSITIVE,0.0000,285.370820,47.946499,14.640
5776,6964043,K01351.01,,FALSE POSITIVE,0.0000,296.014470,42.422279,15.613
5777,3644523,K01195.01,,FALSE POSITIVE,0.0000,291.166750,38.780190,15.933
5778,11909686,K01483.01,,FALSE POSITIVE,0.0000,289.152400,50.253159,14.305
5779,6678383,K00111.04,,FALSE POSITIVE,,287.604610,42.166779,12.596
5780,12644769,K01611.01,,FALSE POSITIVE,0.0000,289.075710,51.757439,11.762
5781,7671950,K07846.01,,CANDIDATE,0.9390,287.812840,43.362549,15.284
5782,7918172,K01817.01,,FALSE POSITIVE,0.0000,299.593050,43.693089,14.339
5783,8009496,K01869.01,,FALSE POSITIVE,0.0000,283.195980,43.890968,13.404
5784,8081187,K01951.01,Kepler-1025 b,CONFIRMED,0.9990,284.510190,43.961658,13.573
5785,8111919,K02030.01,,FALSE POSITIVE,0.0000,296.526820,43.960232,13.831
5786,8127586,K01752.01,,FALSE POSITIVE,0.0000,300.439790,43.930729,14.926
5787,7117485,K07816.01,,FALSE POSITIVE,0.0000,291.707210,42.613350,15.456
5788,2860793,K02277.01,,FALSE POSITIVE,0.0000,293.208310,38.003319,13.395
5789,3851130,K02284.01,,FALSE POSITIVE,0.0000,291.693850,38.964069,13.265
5790,7257363,K02292.01,,FALSE POSITIVE,0.0000,282.048950,42.871109,15.516
5791,11922722,K02301.01,,FALSE POSITIVE,0.0000,295.984650,50.248199,13.760
5792,12061969,K02061.01,,FALSE POSITIVE,0.0000,291.659520,50.583881,15.753
5793,7203326,K07826.01,,FALSE POSITIVE,0.0000,292.736210,42.759720,14.172
5794,8030339,K03954.01,,FALSE POSITIVE,0.0000,292.395390,43.869068,15.665
5795,9899414,K03955.01,,FALSE POSITIVE,0.0000,295.226900,46.772869,14.923
5796,5471059,K03956.01,,FALSE POSITIVE,0.0000,297.558590,40.634670,14.720
5797,7458309,K03957.01,,FALSE POSITIVE,0.0000,295.549500,43.047722,13.872
5798,7777372,K03958.01,,FALSE POSITIVE,0.0000,298.836730,43.443020,14.152
5799,7377200,K07836.01,,FALSE POSITIVE,0.0000,295.877470,42.983631,13.681
5800,6312314,K01625.01,,FALSE POSITIVE,0.0000,298.841980,41.631531,14.135
5801,6387969,K01617.01,,FALSE POSITIVE,,298.200710,41.729210,11.579
5802,6468337,K01620.01,,FALSE POSITIVE,0.0000,298.557860,41.825630,11.787
5803,9084778,K01631.01,,FALSE POSITIVE,0.0000,290.280940,45.464260,15.653
5804,10357040,K01634.01,,FALSE POSITIVE,,297.892210,47.498089,15.256
5805,10514429,K01614.01,,FALSE POSITIVE,0.0000,281.272950,47.774399,11.413
5806,7747103,K07847.01,,CANDIDATE,0.1810,289.730800,43.497368,13.281
5807,8127607,K01919.01,,FALSE POSITIVE,,300.447200,43.929539,14.659
5808,8129042,K01743.01,,FALSE POSITIVE,,300.792630,43.967480,14.478
5809,8180020,K01741.01,,FALSE POSITIVE,0.0020,296.493560,44.052319,15.896
5810,8223328,K01767.01,,FALSE POSITIVE,0.0000,287.856900,44.102798,12.481
5811,8444552,K01769.01,,FALSE POSITIVE,0.0000,296.606720,44.472919,13.643
5812,6342333,K02065.01,,CANDIDATE,0.9680,282.863190,41.796680,14.320
5813,10674871,K02068.01,,CANDIDATE,0.8900,295.464630,47.908070,14.740
5814,6032517,K02070.01,,FALSE POSITIVE,0.0000,288.516450,41.381962,14.574
5815,4768846,K02077.01,,FALSE POSITIVE,0.0000,297.137020,39.891842,13.298
5816,8260234,K02085.01,,FALSE POSITIVE,0.0000,299.789460,44.171001,14.167
5817,7210749,K07828.01,,FALSE POSITIVE,0.1310,294.855650,42.790672,13.700
5818,9282769,K03959.01,,FALSE POSITIVE,0.0000,292.609680,45.708881,13.406
5819,10404582,K02147.02,Kepler-362 b,CONFIRMED,0.8540,291.771640,47.529900,14.500
5820,7777416,K03960.01,,FALSE POSITIVE,0.0000,298.846100,43.403519,15.298
5821,7597005,K03961.01,,FALSE POSITIVE,0.0000,288.087980,43.208172,15.192
5822,5479717,K03962.01,,FALSE POSITIVE,0.0000,299.332340,40.695030,15.859
5823,11392618,K01623.01,,FALSE POSITIVE,0.1880,285.906070,49.287521,12.037
5824,4474645,K01657.01,,FALSE POSITIVE,0.0000,294.342160,39.562359,14.197
5825,4570949,K01658.01,Kepler-76 b,CONFIRMED,1.0000,294.192110,39.618999,13.308
5826,4927315,K01663.01,,FALSE POSITIVE,0.0000,292.794040,40.074581,14.986
5827,4928119,K01664.01,,FALSE POSITIVE,0.0000,293.026150,40.073051,15.510
5828,11518201,K03104.01,,CANDIDATE,0.9810,296.689450,49.446770,15.388
5829,10861608,K03118.01,,FALSE POSITIVE,,291.973820,48.262310,15.246
5830,10934313,K03121.01,,FALSE POSITIVE,0.0000,297.530550,48.387470,14.809
5831,11497958,K01422.05,Kepler-296 e,CONFIRMED,0.9840,286.540010,49.437328,15.921
5832,7516809,K03133.01,,FALSE POSITIVE,,288.246150,43.135841,15.525
5833,6115516,K03134.01,,FALSE POSITIVE,0.0000,289.250120,41.484871,15.232
5834,9758032,K03137.01,,CANDIDATE,1.0000,285.209440,46.540909,15.682
5835,6444896,K03138.01,Kepler-1649 b,CONFIRMED,1.0000,292.503780,41.830421,17.131
5836,5640511,K03139.01,,FALSE POSITIVE,,297.156620,40.898788,11.290
5837,7336093,K03143.01,,FALSE POSITIVE,,281.119480,42.994400,14.814
5838,10196493,K03149.01,,FALSE POSITIVE,,286.650240,47.242329,14.656
5839,11442793,K00351.05,Kepler-90 c,CONFIRMED,0.9990,284.433500,49.305161,13.804
5840,11442793,K00351.06,Kepler-90 b,CONFIRMED,0.9160,284.433500,49.305161,13.804
5841,7812455,K02881.01,,FALSE POSITIVE,0.0000,288.170810,43.501202,14.811
5842,9520443,K02893.01,,FALSE POSITIVE,0.0000,289.204130,46.133911,15.896
5843,10601465,K02902.01,,FALSE POSITIVE,,292.447720,47.858952,15.072
5844,7461307,K02909.01,,FALSE POSITIVE,0.0000,296.236970,43.014149,14.615
5845,7269881,K02916.01,,FALSE POSITIVE,0.0000,287.735720,42.823421,14.409
5846,6974658,K02925.01,,CANDIDATE,0.9990,298.298190,42.434368,13.458
5847,10964265,K02934.01,,FALSE POSITIVE,0.1330,285.546300,48.410851,15.315
5848,8672910,K00918.02,,FALSE POSITIVE,,283.977510,44.811562,15.011
5849,3233043,K00966.02,,FALSE POSITIVE,,290.911190,38.335579,13.787
5850,7269493,K01961.02,,FALSE POSITIVE,,287.571170,42.813919,12.852
5851,9634821,K02037.02,,CANDIDATE,1.0000,284.342740,46.316551,15.213
5852,8753896,K02473.02,,FALSE POSITIVE,,291.959990,44.900021,15.770
5853,11074835,K02533.02,,FALSE POSITIVE,,286.715640,48.645279,13.274
5854,10812504,K02570.02,,FALSE POSITIVE,,297.292690,48.114380,15.577
5855,9827149,K02586.02,,FALSE POSITIVE,,290.176180,46.698341,15.545
5856,9602613,K02612.02,,CANDIDATE,0.9520,297.148830,46.296951,11.830
5857,7584650,K02631.02,,FALSE POSITIVE,,282.239690,43.244049,13.468
5858,9758089,K01871.02,,CANDIDATE,1.0000,285.253660,46.582191,14.897
5859,10005758,K01783.02,,CANDIDATE,0.9910,289.341430,46.988239,13.929
5860,9823564,K02940.01,,FALSE POSITIVE,,288.281340,46.637909,15.705
5861,9532424,K02941.01,,FALSE POSITIVE,0.0000,294.292690,46.159409,14.562
5862,9950316,K02947.01,,FALSE POSITIVE,,291.387150,46.881680,14.540
5863,6028860,K02950.01,,FALSE POSITIVE,0.0000,286.920560,41.371151,14.403
5864,6778019,K02953.01,,FALSE POSITIVE,0.0000,292.015810,42.286572,14.762
5865,4571536,K02954.01,,FALSE POSITIVE,0.0000,294.345180,39.683929,15.713
5866,10904004,K02957.01,,CANDIDATE,0.9080,282.343050,48.340778,14.480
5867,3336283,K02974.01,,FALSE POSITIVE,,289.827670,38.442619,13.883
5868,1725415,K02988.01,,FALSE POSITIVE,,292.340700,37.279861,14.513
5869,11304987,K02993.01,,FALSE POSITIVE,0.0000,295.565250,49.073139,15.417
5870,11709423,K03001.01,,FALSE POSITIVE,0.0000,289.924530,49.882469,15.503
5871,8758136,K03006.01,,CANDIDATE,0.2560,293.613370,44.975422,15.544
5872,12405333,K03009.01,Kepler-1409 b,CONFIRMED,0.9860,290.084780,51.208599,15.168
5873,10617638,K03016.01,,FALSE POSITIVE,0.0010,297.949250,47.816399,14.550
5874,12833566,K03024.01,,FALSE POSITIVE,,289.467650,52.198090,10.923
5875,9153554,K03044.01,,FALSE POSITIVE,0.0220,291.389650,45.527168,15.688
5876,8161830,K03046.01,,FALSE POSITIVE,,290.410160,44.063541,13.308
5877,6461850,K03054.01,,FALSE POSITIVE,0.0000,297.101530,41.876862,15.966
5878,7613246,K03062.01,,FALSE POSITIVE,0.0000,293.571230,43.286480,14.980
5879,11551715,K03076.01,,FALSE POSITIVE,,287.620940,49.584629,15.333
5880,2715695,K03077.01,,CANDIDATE,1.0000,292.033480,37.974548,15.958
5881,11442793,K00351.04,Kepler-90 e,CONFIRMED,0.9710,284.433500,49.305161,13.804
5882,6312171,K03079.01,,FALSE POSITIVE,,298.813320,41.627468,15.181
5883,10665043,K03080.01,,FALSE POSITIVE,,291.635280,47.932018,15.647
5884,12352520,K03094.01,,CANDIDATE,1.0000,288.874360,51.154121,15.737
5885,7455981,K03096.01,Kepler-1425 b,CONFIRMED,0.9410,294.951020,43.012428,13.572
5886,7107561,K03100.01,,FALSE POSITIVE,0.0000,288.493130,42.692478,13.429
5887,9605552,K03102.01,,CANDIDATE,,297.960480,46.227921,15.983
5888,11237332,K03103.01,,FALSE POSITIVE,,288.279910,48.950523,12.506
5889,8669092,K00068.01,,FALSE POSITIVE,0.0000,281.893070,44.827461,12.733
5890,5474613,K01599.02,,CANDIDATE,0.9890,298.373840,40.618420,14.802
5891,9823519,K02793.02,Kepler-1350 c,CONFIRMED,0.9990,288.250580,46.679611,16.283
5892,2715695,K03077.02,,CANDIDATE,0.9760,292.033480,37.974548,15.958
5893,10587105,K00339.03,,CANDIDATE,1.0000,285.888370,47.880379,13.763
5894,8558011,K00577.02,Kepler-607 b,CONFIRMED,1.0000,291.057220,44.632381,14.405
5895,5281714,K05148.01,,FALSE POSITIVE,,293.746280,40.417740,15.269
5896,5283728,K05149.01,,CANDIDATE,0.9990,294.273990,40.462078,15.649
5897,5303185,K05151.01,,FALSE POSITIVE,,298.511750,40.459469,14.833
5898,5308777,K05152.01,,FALSE POSITIVE,0.0000,299.577300,40.498508,13.199
5899,5364090,K05153.01,,FALSE POSITIVE,,292.298160,40.524590,13.357
5900,5370944,K05154.01,,FALSE POSITIVE,,294.220090,40.592232,13.994
5901,5374838,K05155.01,,CANDIDATE,0.9530,295.212550,40.516911,15.469
5902,6364143,K05272.01,,FALSE POSITIVE,0.0000,291.853820,41.764042,14.579
5903,6364307,K05273.01,,FALSE POSITIVE,0.0000,291.910580,41.750980,15.829
5904,6366559,K05274.01,,FALSE POSITIVE,0.3250,292.633000,41.749222,12.746
5905,6367663,K05275.01,,FALSE POSITIVE,0.0000,292.994930,41.712749,14.531
5906,6368905,K05276.01,,CANDIDATE,0.1930,293.364750,41.788891,15.827
5907,6369548,K05277.01,,FALSE POSITIVE,,293.567540,41.763981,12.532
5908,6372194,K05278.01,,CANDIDATE,0.9960,294.335940,41.747532,15.870
5909,6387557,K05279.01,,CANDIDATE,0.7650,298.113560,41.712749,14.775
5910,3098843,K03376.01,,FALSE POSITIVE,,286.232640,38.202888,14.372
5911,3958301,K03381.02,,FALSE POSITIVE,0.0000,292.550020,39.023811,15.598
5912,5353137,K03447.01,,FALSE POSITIVE,,288.891940,40.563141,15.327
5913,4932689,K03453.01,,FALSE POSITIVE,0.0000,294.239870,40.012131,15.558
5914,5294945,K03463.01,,CANDIDATE,0.8540,296.879760,40.455360,14.564
5915,7742408,K03478.01,,CANDIDATE,0.9980,287.663390,43.471451,13.354
5916,3968809,K05030.01,,CANDIDATE,,295.188720,39.018650,14.452
5917,3970397,K05031.01,,FALSE POSITIVE,,295.512790,39.088490,12.152
5918,3973549,K05032.01,,FALSE POSITIVE,0.0000,296.103610,39.056221,14.293
5919,3974928,K05033.01,,CANDIDATE,,296.357970,39.078579,13.832
5920,4058169,K05034.01,,FALSE POSITIVE,0.0000,291.847600,39.143566,13.252
5921,4063943,K05035.01,,FALSE POSITIVE,,293.299130,39.188389,15.879
5922,4071638,K05037.01,,FALSE POSITIVE,,295.163420,39.180187,12.989
5923,5390913,K05156.01,,CANDIDATE,,298.717500,40.541969,12.075
5924,5391911,K05157.01,,CANDIDATE,0.5580,298.896730,40.578529,11.378
5925,5394585,K05158.01,,CANDIDATE,,299.380710,40.535671,11.867
5926,5397106,K05159.01,,FALSE POSITIVE,,299.847230,40.507771,14.950
5927,5425643,K05160.01,,FALSE POSITIVE,,282.910100,40.646519,15.594
5928,5425908,K05161.01,,FALSE POSITIVE,,283.036320,40.644989,12.714
5929,5428199,K05162.01,,FALSE POSITIVE,,284.196960,40.641251,13.347
5930,5436415,K05163.01,,FALSE POSITIVE,,287.859500,40.687962,12.741
5931,6387887,K05280.01,,FALSE POSITIVE,0.0000,298.185360,41.733952,17.037
5932,6425377,K05281.01,,CANDIDATE,,284.983640,41.881351,13.485
5933,6428602,K05282.01,,FALSE POSITIVE,,286.521790,41.822239,13.084
5934,6442735,K05283.01,,CANDIDATE,,291.764130,41.860130,14.043
5935,6443093,K05284.01,,CANDIDATE,0.9570,291.890350,41.816818,14.570
5936,6447372,K05285.01,,FALSE POSITIVE,,293.282320,41.854622,14.955
5937,6461675,K05286.01,,FALSE POSITIVE,,297.059020,41.843220,12.739
5938,6509282,K05287.01,,CANDIDATE,1.0000,287.330410,41.974899,13.560
5939,8231667,K03494.01,,CANDIDATE,1.0000,291.198820,44.166241,15.654
5940,6697817,K03508.01,,CANDIDATE,0.9750,293.623570,42.129639,14.322
5941,3439096,K03509.01,,FALSE POSITIVE,0.0000,290.148800,38.513279,13.799
5942,3324644,K03781.01,,FALSE POSITIVE,0.0000,285.888640,38.486858,12.812
5943,5437945,K03791.02,Kepler-460 c,CONFIRMED,0.9020,288.474850,40.651360,13.771
5944,1161949,K04920.01,,FALSE POSITIVE,,291.178010,36.874580,13.978
5945,4077767,K05039.01,,FALSE POSITIVE,,296.404080,39.169811,15.941
5946,4135912,K05040.01,,CANDIDATE,0.9740,284.665830,39.252041,14.385
5947,4144238,K05041.01,,FALSE POSITIVE,0.0000,287.834320,39.214298,13.757
5948,4147171,K05042.01,,FALSE POSITIVE,,288.781340,39.288250,15.674
5949,4149060,K05043.01,,FALSE POSITIVE,,289.316680,39.235088,15.319
5950,4150972,K05044.01,,FALSE POSITIVE,,289.831300,39.278000,12.426
5951,4160006,K05045.01,,FALSE POSITIVE,0.0000,292.179500,39.238621,14.299
5952,5436455,K05164.01,,CANDIDATE,,287.874240,40.630409,12.489
5953,5439000,K05165.01,,FALSE POSITIVE,,288.851230,40.692589,13.976
5954,5440435,K05166.01,,FALSE POSITIVE,,289.328340,40.679100,12.878
5955,5440472,K05167.01,,FALSE POSITIVE,,289.338350,40.625340,14.795
5956,5443320,K05169.01,,CANDIDATE,0.9910,290.205470,40.669930,15.470
5957,5446961,K05170.01,,FALSE POSITIVE,,291.364110,40.626881,15.345
5958,5467126,K05171.01,,FALSE POSITIVE,0.0000,296.678100,40.649029,12.367
5959,6511182,K05288.01,,CANDIDATE,0.9940,288.127350,41.952801,15.684
5960,6517064,K05289.01,,FALSE POSITIVE,,290.158290,41.989780,14.940
5961,6517200,K05290.01,,CANDIDATE,,290.200680,41.946289,15.667
5962,6517255,K05291.01,,FALSE POSITIVE,,290.216060,41.954571,13.795
5963,6522124,K05292.01,,FALSE POSITIVE,,291.714840,41.932499,15.385
5964,6525196,K05293.01,,FALSE POSITIVE,0.0000,292.718020,41.922459,10.154
5965,6525398,K05294.01,,FALSE POSITIVE,,292.790220,41.948639,15.884
5966,6526377,K05295.01,,FALSE POSITIVE,0.0000,293.079800,41.947720,11.809
5967,1164301,K04921.01,,FALSE POSITIVE,,291.691960,36.881409,13.933
5968,1429589,K04923.01,,CANDIDATE,,290.756260,37.089809,13.195
5969,1572948,K04924.01,,FALSE POSITIVE,0.0000,291.327480,37.126701,14.526
5970,1725193,K04925.01,,FALSE POSITIVE,0.0000,292.294310,37.261730,14.502
5971,1865864,K04926.01,,CANDIDATE,0.5230,290.873050,37.362179,15.572
5972,1873513,K04928.01,Kepler-1624 b,CONFIRMED,0.9980,292.579860,37.376411,15.669
5973,4164511,K05046.01,,CANDIDATE,,293.247010,39.236691,13.006
5974,4179201,K05047.01,,CANDIDATE,,296.324370,39.292881,14.703
5975,4241238,K05048.01,,CANDIDATE,,284.638760,39.355179,13.419
5976,4242806,K05049.01,,FALSE POSITIVE,,285.186430,39.357288,14.260
5977,4245861,K05050.01,,FALSE POSITIVE,0.0000,286.372340,39.342300,15.902
5978,4246343,K05051.01,,FALSE POSITIVE,,286.565700,39.389690,13.836
5979,4253860,K05052.01,,FALSE POSITIVE,0.0000,289.233670,39.386520,12.649
5980,4274816,K05053.01,,FALSE POSITIVE,,294.570650,39.331402,14.016
5981,5470851,K05172.01,,FALSE POSITIVE,0.0000,297.511080,40.619080,15.790
5982,5471108,K05173.01,,FALSE POSITIVE,0.0000,297.569310,40.619637,11.600
5983,5524229,K05174.01,,CANDIDATE,,288.871980,40.767059,11.400
5984,5525484,K05175.01,,FALSE POSITIVE,,289.295040,40.716740,12.974
5985,5529385,K05176.01,,CANDIDATE,,290.434910,40.777241,13.372
5986,5547424,K05177.01,,FALSE POSITIVE,,295.627530,40.706249,15.999
5987,5551240,K05178.01,Kepler-1626 b,CONFIRMED,1.0000,296.500430,40.721230,14.275
5988,6527229,K05296.01,,FALSE POSITIVE,0.0000,293.334010,41.937321,15.814
5989,6543192,K05297.01,,CANDIDATE,0.9620,297.425780,41.932991,14.441
5990,6543674,K05298.01,,FALSE POSITIVE,0.0000,297.541560,41.950901,13.535
5991,6548429,K05299.01,,FALSE POSITIVE,,298.539220,41.986961,15.106
5992,6594945,K05300.01,,FALSE POSITIVE,0.0000,288.281220,42.072079,13.039
5993,6600515,K05302.01,,FALSE POSITIVE,,290.089870,42.076111,14.726
5994,6608090,K05303.01,,FALSE POSITIVE,,292.411160,42.039478,13.589
5995,2010607,K04929.01,,FALSE POSITIVE,0.0000,290.505650,37.459011,11.347
5996,2015013,K04930.01,,FALSE POSITIVE,,291.555480,37.445160,13.373
5997,2019199,K04931.01,,FALSE POSITIVE,,292.486210,37.404339,14.473
5998,2158460,K04932.01,,FALSE POSITIVE,,291.064180,37.535751,15.892
5999,2165352,K04934.01,,FALSE POSITIVE,0.0000,292.543150,37.555759,14.469
6000,2305255,K04935.01,,FALSE POSITIVE,0.0000,291.964510,37.608780,14.924
6001,2305543,K04936.01,,FALSE POSITIVE,0.0000,292.026860,37.600651,12.545
6002,4276114,K05054.01,,FALSE POSITIVE,0.0000,294.855130,39.305340,15.691
6003,4281023,K05055.01,,FALSE POSITIVE,,295.876950,39.336391,13.264
6004,4281700,K05056.01,,FALSE POSITIVE,,296.014280,39.356880,14.786
6005,4346339,K05057.01,,CANDIDATE,,285.343290,39.413849,12.518
6006,4365461,K05058.01,,FALSE POSITIVE,0.0000,291.690950,39.425442,13.309
6007,4366923,K05059.01,,FALSE POSITIVE,0.0000,292.115260,39.498550,13.030
6008,4449752,K05060.01,,FALSE POSITIVE,,286.858610,39.592579,13.064
6009,5563057,K05179.01,,CANDIDATE,0.9350,298.917570,40.716961,12.519
6010,5565261,K05180.01,,FALSE POSITIVE,0.0000,299.332980,40.714352,13.990
6011,5602409,K05181.01,,FALSE POSITIVE,,285.639280,40.847630,13.762
6012,5612111,K05183.01,,FALSE POSITIVE,,289.393590,40.896339,14.969
6013,5616628,K05184.01,,FALSE POSITIVE,,290.766140,40.881691,15.691
6014,5623137,K05185.01,,FALSE POSITIVE,,292.768890,40.816181,14.440
6015,6611779,K05304.01,,FALSE POSITIVE,,293.470520,42.096500,12.351
6016,6612411,K05305.01,,FALSE POSITIVE,0.0000,293.644680,42.033489,12.509
